"dep";"jour";"nb"
"28";"2020-04-08";8
"29";"2020-04-08";7
"2A";"2020-04-08";4
"2B";"2020-04-08";1
"30";"2020-04-08";4
"31";"2020-04-08";14
"32";"2020-04-08";2
"33";"2020-04-08";16
"34";"2020-04-08";16
"35";"2020-04-08";11
"36";"2020-04-08";8
"37";"2020-04-08";9
"38";"2020-04-08";8
"39";"2020-04-08";3
"40";"2020-04-08";2
"41";"2020-04-08";5
"42";"2020-04-08";11
"43";"2020-04-08";2
"44";"2020-04-08";13
"45";"2020-04-08";6
"46";"2020-04-08";3
"47";"2020-04-08";3
"48";"2020-04-08";1
"49";"2020-04-08";5
"50";"2020-04-08";5
"51";"2020-04-08";8
"52";"2020-04-08";5
"53";"2020-04-08";4
"54";"2020-04-08";17
"55";"2020-04-08";3
"56";"2020-04-08";8
"57";"2020-04-08";18
"58";"2020-04-08";2
"59";"2020-04-08";37
"60";"2020-04-08";19
"61";"2020-04-08";7
"62";"2020-04-08";24
"63";"2020-04-08";3
"64";"2020-04-08";7
"65";"2020-04-08";5
"66";"2020-04-08";3
"67";"2020-04-08";25
"68";"2020-04-08";22
"69";"2020-04-08";31
"70";"2020-04-08";2
"71";"2020-04-08";7
"72";"2020-04-08";6
"73";"2020-04-08";7
"74";"2020-04-08";14
"75";"2020-04-08";41
"76";"2020-04-08";11
"77";"2020-04-08";20
"78";"2020-04-08";27
"79";"2020-04-08";4
"80";"2020-04-08";14
"81";"2020-04-08";5
"82";"2020-04-08";3
"83";"2020-04-08";19
"84";"2020-04-08";10
"85";"2020-04-08";4
"86";"2020-04-08";2
"87";"2020-04-08";3
"88";"2020-04-08";8
"89";"2020-04-08";6
"90";"2020-04-08";2
"91";"2020-04-08";23
"92";"2020-04-08";42
"93";"2020-04-08";27
"94";"2020-04-08";27
"95";"2020-04-08";21
"971";"2020-04-08";3
"972";"2020-04-08";1
"973";"2020-04-08";2
"974";"2020-04-08";1
"976";"2020-04-08";1
"01";"2020-04-09";7
"02";"2020-04-09";12
"03";"2020-04-09";3
"04";"2020-04-09";5
"05";"2020-04-09";5
"06";"2020-04-09";21
"07";"2020-04-09";5
"08";"2020-04-09";3
"09";"2020-04-09";2
"10";"2020-04-09";5
"11";"2020-04-09";5
"12";"2020-04-09";2
"13";"2020-04-09";42
"14";"2020-04-09";9
"15";"2020-04-09";3
"16";"2020-04-09";2
"17";"2020-04-09";5
"18";"2020-04-09";4
"19";"2020-04-09";4
"21";"2020-04-09";7
"22";"2020-04-09";5
"23";"2020-04-09";2
"24";"2020-04-09";3
"25";"2020-04-09";4
"26";"2020-04-09";7
"27";"2020-04-09";7
"28";"2020-04-09";8
"29";"2020-04-09";8
"2A";"2020-04-09";5
"2B";"2020-04-09";1
"30";"2020-04-09";4
"31";"2020-04-09";14
"32";"2020-04-09";2
"33";"2020-04-09";17
"34";"2020-04-09";16
"35";"2020-04-09";11
"36";"2020-04-09";8
"37";"2020-04-09";9
"38";"2020-04-09";8
"39";"2020-04-09";3
"40";"2020-04-09";2
"41";"2020-04-09";7
"42";"2020-04-09";12
"43";"2020-04-09";2
"44";"2020-04-09";17
"45";"2020-04-09";7
"46";"2020-04-09";4
"47";"2020-04-09";4
"48";"2020-04-09";1
"49";"2020-04-09";8
"50";"2020-04-09";5
"51";"2020-04-09";8
"52";"2020-04-09";5
"53";"2020-04-09";6
"54";"2020-04-09";17
"55";"2020-04-09";3
"56";"2020-04-09";9
"57";"2020-04-09";21
"58";"2020-04-09";2
"59";"2020-04-09";37
"60";"2020-04-09";20
"61";"2020-04-09";7
"62";"2020-04-09";24
"63";"2020-04-09";3
"64";"2020-04-09";6
"65";"2020-04-09";5
"66";"2020-04-09";3
"67";"2020-04-09";27
"68";"2020-04-09";23
"69";"2020-04-09";32
"70";"2020-04-09";3
"71";"2020-04-09";8
"72";"2020-04-09";10
"73";"2020-04-09";9
"74";"2020-04-09";16
"75";"2020-04-09";41
"76";"2020-04-09";11
"77";"2020-04-09";22
"78";"2020-04-09";28
"79";"2020-04-09";4
"80";"2020-04-09";15
"81";"2020-04-09";5
"82";"2020-04-09";3
"83";"2020-04-09";20
"84";"2020-04-09";11
"85";"2020-04-09";5
"86";"2020-04-09";2
"87";"2020-04-09";3
"88";"2020-04-09";11
"89";"2020-04-09";6
"90";"2020-04-09";2
"91";"2020-04-09";24
"92";"2020-04-09";43
"93";"2020-04-09";28
"94";"2020-04-09";28
"95";"2020-04-09";24
"971";"2020-04-09";3
"972";"2020-04-09";1
"973";"2020-04-09";2
"974";"2020-04-09";1
"976";"2020-04-09";1
"01";"2020-04-10";7
"02";"2020-04-10";12
"03";"2020-04-10";3
"04";"2020-04-10";5
"05";"2020-04-10";5
"06";"2020-04-10";26
"07";"2020-04-10";5
"08";"2020-04-10";3
"09";"2020-04-10";2
"10";"2020-04-10";5
"11";"2020-04-10";5
"12";"2020-04-10";2
"13";"2020-04-10";43
"14";"2020-04-10";9
"15";"2020-04-10";3
"16";"2020-04-10";2
"17";"2020-04-10";5
"18";"2020-04-10";4
"19";"2020-04-10";4
"21";"2020-04-10";8
"22";"2020-04-10";6
"23";"2020-04-10";2
"24";"2020-04-10";3
"25";"2020-04-10";4
"26";"2020-04-10";7
"27";"2020-04-10";8
"28";"2020-04-10";9
"29";"2020-04-10";8
"2A";"2020-04-10";5
"2B";"2020-04-10";1
"30";"2020-04-10";4
"31";"2020-04-10";14
"32";"2020-04-10";2
"33";"2020-04-10";18
"34";"2020-04-10";16
"35";"2020-04-10";11
"36";"2020-04-10";8
"37";"2020-04-10";9
"38";"2020-04-10";9
"39";"2020-04-10";3
"40";"2020-04-10";2
"41";"2020-04-10";7
"42";"2020-04-10";12
"43";"2020-04-10";2
"44";"2020-04-10";18
"45";"2020-04-10";7
"46";"2020-04-10";4
"47";"2020-04-10";4
"48";"2020-04-10";1
"49";"2020-04-10";9
"50";"2020-04-10";5
"51";"2020-04-10";9
"52";"2020-04-10";5
"53";"2020-04-10";6
"54";"2020-04-10";18
"55";"2020-04-10";4
"56";"2020-04-10";9
"57";"2020-04-10";23
"58";"2020-04-10";2
"59";"2020-04-10";38
"60";"2020-04-10";20
"61";"2020-04-10";7
"62";"2020-04-10";24
"63";"2020-04-10";3
"64";"2020-04-10";6
"65";"2020-04-10";5
"66";"2020-04-10";3
"67";"2020-04-10";27
"68";"2020-04-10";23
"69";"2020-04-10";34
"70";"2020-04-10";3
"71";"2020-04-10";8
"72";"2020-04-10";9
"73";"2020-04-10";9
"74";"2020-04-10";16
"75";"2020-04-10";43
"76";"2020-04-10";13
"77";"2020-04-10";23
"78";"2020-04-10";30
"79";"2020-04-10";4
"80";"2020-04-10";14
"81";"2020-04-10";5
"82";"2020-04-10";3
"83";"2020-04-10";20
"84";"2020-04-10";11
"85";"2020-04-10";5
"86";"2020-04-10";2
"87";"2020-04-10";3
"88";"2020-04-10";12
"89";"2020-04-10";6
"90";"2020-04-10";2
"91";"2020-04-10";26
"92";"2020-04-10";43
"93";"2020-04-10";30
"94";"2020-04-10";29
"95";"2020-04-10";26
"971";"2020-04-10";3
"972";"2020-04-10";1
"973";"2020-04-10";2
"974";"2020-04-10";1
"976";"2020-04-10";1
"01";"2020-04-11";7
"02";"2020-04-11";12
"03";"2020-04-11";3
"04";"2020-04-11";5
"05";"2020-04-11";6
"06";"2020-04-11";25
"07";"2020-04-11";5
"08";"2020-04-11";3
"09";"2020-04-11";2
"10";"2020-04-11";5
"11";"2020-04-11";5
"12";"2020-04-11";2
"13";"2020-04-11";44
"14";"2020-04-11";9
"15";"2020-04-11";3
"16";"2020-04-11";2
"17";"2020-04-11";5
"18";"2020-04-11";4
"19";"2020-04-11";4
"21";"2020-04-11";8
"22";"2020-04-11";6
"23";"2020-04-11";2
"24";"2020-04-11";3
"25";"2020-04-11";5
"26";"2020-04-11";8
"27";"2020-04-11";8
"28";"2020-04-11";9
"29";"2020-04-11";9
"2A";"2020-04-11";5
"2B";"2020-04-11";1
"30";"2020-04-11";4
"31";"2020-04-11";14
"32";"2020-04-11";2
"33";"2020-04-11";19
"34";"2020-04-11";17
"35";"2020-04-11";11
"36";"2020-04-11";9
"37";"2020-04-11";9
"38";"2020-04-11";9
"39";"2020-04-11";3
"40";"2020-04-11";2
"41";"2020-04-11";7
"42";"2020-04-11";14
"43";"2020-04-11";2
"44";"2020-04-11";20
"45";"2020-04-11";7
"46";"2020-04-11";4
"47";"2020-04-11";4
"48";"2020-04-11";1
"49";"2020-04-11";10
"50";"2020-04-11";7
"51";"2020-04-11";9
"52";"2020-04-11";5
"53";"2020-04-11";6
"54";"2020-04-11";17
"55";"2020-04-11";4
"56";"2020-04-11";9
"57";"2020-04-11";24
"58";"2020-04-11";2
"59";"2020-04-11";40
"60";"2020-04-11";21
"61";"2020-04-11";7
"62";"2020-04-11";24
"63";"2020-04-11";3
"64";"2020-04-11";6
"65";"2020-04-11";5
"66";"2020-04-11";3
"67";"2020-04-11";27
"68";"2020-04-11";23
"69";"2020-04-11";35
"70";"2020-04-11";3
"71";"2020-04-11";8
"72";"2020-04-11";9
"73";"2020-04-11";9
"74";"2020-04-11";16
"75";"2020-04-11";47
"76";"2020-04-11";14
"77";"2020-04-11";23
"78";"2020-04-11";32
"79";"2020-04-11";4
"80";"2020-04-11";14
"81";"2020-04-11";5
"82";"2020-04-11";3
"83";"2020-04-11";21
"84";"2020-04-11";11
"85";"2020-04-11";5
"86";"2020-04-11";3
"87";"2020-04-11";3
"88";"2020-04-11";12
"89";"2020-04-11";7
"90";"2020-04-11";2
"91";"2020-04-11";26
"92";"2020-04-11";44
"93";"2020-04-11";30
"94";"2020-04-11";29
"95";"2020-04-11";26
"971";"2020-04-11";3
"972";"2020-04-11";1
"973";"2020-04-11";2
"974";"2020-04-11";1
"976";"2020-04-11";1
"01";"2020-04-12";7
"02";"2020-04-12";12
"03";"2020-04-12";3
"04";"2020-04-12";5
"05";"2020-04-12";6
"06";"2020-04-12";26
"07";"2020-04-12";5
"08";"2020-04-12";3
"09";"2020-04-12";2
"10";"2020-04-12";5
"11";"2020-04-12";5
"12";"2020-04-12";2
"13";"2020-04-12";44
"14";"2020-04-12";9
"15";"2020-04-12";3
"16";"2020-04-12";2
"17";"2020-04-12";5
"18";"2020-04-12";4
"19";"2020-04-12";4
"21";"2020-04-12";8
"22";"2020-04-12";6
"23";"2020-04-12";2
"24";"2020-04-12";3
"25";"2020-04-12";5
"26";"2020-04-12";9
"27";"2020-04-12";8
"28";"2020-04-12";9
"29";"2020-04-12";10
"2A";"2020-04-12";5
"2B";"2020-04-12";1
"30";"2020-04-12";4
"31";"2020-04-12";14
"32";"2020-04-12";2
"33";"2020-04-12";19
"34";"2020-04-12";17
"35";"2020-04-12";11
"36";"2020-04-12";9
"37";"2020-04-12";9
"38";"2020-04-12";9
"39";"2020-04-12";3
"40";"2020-04-12";2
"41";"2020-04-12";7
"42";"2020-04-12";14
"43";"2020-04-12";2
"44";"2020-04-12";20
"45";"2020-04-12";7
"46";"2020-04-12";4
"47";"2020-04-12";4
"48";"2020-04-12";1
"49";"2020-04-12";10
"50";"2020-04-12";7
"51";"2020-04-12";9
"52";"2020-04-12";5
"53";"2020-04-12";6
"54";"2020-04-12";17
"55";"2020-04-12";4
"56";"2020-04-12";9
"57";"2020-04-12";24
"58";"2020-04-12";2
"59";"2020-04-12";41
"60";"2020-04-12";21
"61";"2020-04-12";7
"62";"2020-04-12";24
"63";"2020-04-12";3
"64";"2020-04-12";6
"65";"2020-04-12";5
"66";"2020-04-12";3
"67";"2020-04-12";27
"68";"2020-04-12";23
"69";"2020-04-12";35
"70";"2020-04-12";3
"71";"2020-04-12";8
"72";"2020-04-12";9
"73";"2020-04-12";9
"74";"2020-04-12";16
"75";"2020-04-12";47
"76";"2020-04-12";14
"77";"2020-04-12";23
"78";"2020-04-12";32
"79";"2020-04-12";4
"80";"2020-04-12";14
"81";"2020-04-12";5
"82";"2020-04-12";3
"83";"2020-04-12";21
"84";"2020-04-12";11
"85";"2020-04-12";5
"86";"2020-04-12";3
"87";"2020-04-12";3
"88";"2020-04-12";12
"89";"2020-04-12";7
"90";"2020-04-12";2
"91";"2020-04-12";26
"92";"2020-04-12";44
"93";"2020-04-12";30
"94";"2020-04-12";29
"95";"2020-04-12";26
"971";"2020-04-12";3
"972";"2020-04-12";1
"973";"2020-04-12";2
"974";"2020-04-12";1
"976";"2020-04-12";1
"01";"2020-04-13";7
"02";"2020-04-13";12
"03";"2020-04-13";3
"04";"2020-04-13";5
"05";"2020-04-13";6
"06";"2020-04-13";26
"07";"2020-04-13";5
"08";"2020-04-13";3
"09";"2020-04-13";2
"10";"2020-04-13";5
"11";"2020-04-13";5
"12";"2020-04-13";2
"13";"2020-04-13";44
"14";"2020-04-13";8
"15";"2020-04-13";3
"16";"2020-04-13";2
"17";"2020-04-13";5
"18";"2020-04-13";4
"19";"2020-04-13";4
"21";"2020-04-13";8
"22";"2020-04-13";7
"23";"2020-04-13";2
"24";"2020-04-13";3
"25";"2020-04-13";5
"26";"2020-04-13";9
"27";"2020-04-13";8
"28";"2020-04-13";9
"29";"2020-04-13";10
"2A";"2020-04-13";5
"2B";"2020-04-13";1
"30";"2020-04-13";4
"31";"2020-04-13";14
"32";"2020-04-13";2
"33";"2020-04-13";19
"34";"2020-04-13";17
"35";"2020-04-13";11
"36";"2020-04-13";9
"37";"2020-04-13";9
"38";"2020-04-13";9
"39";"2020-04-13";3
"40";"2020-04-13";2
"41";"2020-04-13";7
"42";"2020-04-13";14
"43";"2020-04-13";2
"44";"2020-04-13";20
"45";"2020-04-13";7
"46";"2020-04-13";4
"47";"2020-04-13";4
"48";"2020-04-13";1
"49";"2020-04-13";10
"50";"2020-04-13";7
"51";"2020-04-13";9
"52";"2020-04-13";5
"53";"2020-04-13";6
"54";"2020-04-13";17
"55";"2020-04-13";4
"56";"2020-04-13";9
"57";"2020-04-13";24
"58";"2020-04-13";2
"59";"2020-04-13";42
"60";"2020-04-13";21
"61";"2020-04-13";7
"62";"2020-04-13";24
"63";"2020-04-13";3
"64";"2020-04-13";6
"65";"2020-04-13";5
"66";"2020-04-13";3
"67";"2020-04-13";27
"68";"2020-04-13";23
"69";"2020-04-13";35
"70";"2020-04-13";3
"71";"2020-04-13";8
"72";"2020-04-13";10
"73";"2020-04-13";9
"74";"2020-04-13";16
"75";"2020-04-13";47
"76";"2020-04-13";15
"77";"2020-04-13";23
"78";"2020-04-13";32
"79";"2020-04-13";4
"80";"2020-04-13";14
"81";"2020-04-13";5
"82";"2020-04-13";3
"83";"2020-04-13";21
"84";"2020-04-13";11
"85";"2020-04-13";5
"86";"2020-04-13";3
"87";"2020-04-13";3
"88";"2020-04-13";12
"89";"2020-04-13";7
"90";"2020-04-13";2
"91";"2020-04-13";26
"92";"2020-04-13";44
"93";"2020-04-13";30
"94";"2020-04-13";29
"95";"2020-04-13";26
"971";"2020-04-13";3
"972";"2020-04-13";1
"973";"2020-04-13";2
"974";"2020-04-13";1
"976";"2020-04-13";1
"01";"2020-04-14";8
"02";"2020-04-14";12
"03";"2020-04-14";3
"04";"2020-04-14";5
"05";"2020-04-14";6
"06";"2020-04-14";26
"07";"2020-04-14";5
"08";"2020-04-14";4
"09";"2020-04-14";2
"10";"2020-04-14";5
"11";"2020-04-14";5
"12";"2020-04-14";2
"13";"2020-04-14";44
"14";"2020-04-14";8
"15";"2020-04-14";3
"16";"2020-04-14";2
"17";"2020-04-14";5
"18";"2020-04-14";4
"19";"2020-04-14";4
"21";"2020-04-14";8
"22";"2020-04-14";7
"23";"2020-04-14";2
"24";"2020-04-14";3
"25";"2020-04-14";6
"26";"2020-04-14";9
"27";"2020-04-14";8
"28";"2020-04-14";9
"29";"2020-04-14";10
"2A";"2020-04-14";5
"2B";"2020-04-14";1
"30";"2020-04-14";4
"31";"2020-04-14";14
"32";"2020-04-14";2
"33";"2020-04-14";19
"34";"2020-04-14";17
"35";"2020-04-14";11
"36";"2020-04-14";9
"37";"2020-04-14";9
"38";"2020-04-14";10
"39";"2020-04-14";3
"40";"2020-04-14";2
"41";"2020-04-14";7
"42";"2020-04-14";14
"43";"2020-04-14";2
"44";"2020-04-14";20
"45";"2020-04-14";7
"46";"2020-04-14";4
"47";"2020-04-14";4
"48";"2020-04-14";1
"49";"2020-04-14";10
"50";"2020-04-14";8
"51";"2020-04-14";9
"52";"2020-04-14";5
"53";"2020-04-14";6
"54";"2020-04-14";17
"55";"2020-04-14";4
"56";"2020-04-14";10
"57";"2020-04-14";24
"58";"2020-04-14";2
"59";"2020-04-14";42
"60";"2020-04-14";21
"61";"2020-04-14";7
"62";"2020-04-14";24
"63";"2020-04-14";4
"64";"2020-04-14";6
"65";"2020-04-14";5
"66";"2020-04-14";3
"67";"2020-04-14";27
"68";"2020-04-14";23
"69";"2020-04-14";35
"70";"2020-04-14";3
"71";"2020-04-14";9
"72";"2020-04-14";10
"73";"2020-04-14";9
"74";"2020-04-14";16
"75";"2020-04-14";47
"76";"2020-04-14";16
"77";"2020-04-14";23
"78";"2020-04-14";32
"79";"2020-04-14";4
"80";"2020-04-14";14
"81";"2020-04-14";5
"82";"2020-04-14";3
"83";"2020-04-14";22
"84";"2020-04-14";11
"85";"2020-04-14";5
"86";"2020-04-14";3
"87";"2020-04-14";3
"88";"2020-04-14";12
"89";"2020-04-14";7
"90";"2020-04-14";2
"91";"2020-04-14";26
"92";"2020-04-14";46
"93";"2020-04-14";30
"94";"2020-04-14";29
"95";"2020-04-14";26
"971";"2020-04-14";3
"972";"2020-04-14";1
"973";"2020-04-14";2
"974";"2020-04-14";1
"976";"2020-04-14";1
"01";"2020-04-15";9
"02";"2020-04-15";12
"03";"2020-04-15";3
"04";"2020-04-15";5
"05";"2020-04-15";6
"06";"2020-04-15";26
"07";"2020-04-15";5
"08";"2020-04-15";4
"09";"2020-04-15";2
"10";"2020-04-15";5
"11";"2020-04-15";5
"12";"2020-04-15";2
"13";"2020-04-15";45
"14";"2020-04-15";10
"15";"2020-04-15";3
"16";"2020-04-15";2
"17";"2020-04-15";5
"18";"2020-04-15";5
"19";"2020-04-15";4
"21";"2020-04-15";8
"22";"2020-04-15";8
"23";"2020-04-15";2
"24";"2020-04-15";3
"25";"2020-04-15";6
"26";"2020-04-15";11
"27";"2020-04-15";9
"28";"2020-04-15";9
"29";"2020-04-15";10
"2A";"2020-04-15";5
"2B";"2020-04-15";1
"30";"2020-04-15";4
"31";"2020-04-15";14
"32";"2020-04-15";2
"33";"2020-04-15";19
"34";"2020-04-15";17
"35";"2020-04-15";12
"36";"2020-04-15";9
"37";"2020-04-15";9
"38";"2020-04-15";11
"39";"2020-04-15";3
"40";"2020-04-15";2
"41";"2020-04-15";7
"42";"2020-04-15";14
"43";"2020-04-15";2
"44";"2020-04-15";21
"45";"2020-04-15";7
"46";"2020-04-15";4
"47";"2020-04-15";4
"48";"2020-04-15";1
"49";"2020-04-15";11
"50";"2020-04-15";9
"51";"2020-04-15";9
"52";"2020-04-15";5
"53";"2020-04-15";7
"54";"2020-04-15";18
"55";"2020-04-15";4
"56";"2020-04-15";10
"57";"2020-04-15";24
"58";"2020-04-15";2
"59";"2020-04-15";44
"60";"2020-04-15";21
"61";"2020-04-15";7
"62";"2020-04-15";25
"63";"2020-04-15";5
"64";"2020-04-15";7
"65";"2020-04-15";5
"66";"2020-04-15";3
"67";"2020-04-15";27
"68";"2020-04-15";25
"69";"2020-04-15";37
"70";"2020-04-15";5
"71";"2020-04-15";10
"72";"2020-04-15";11
"73";"2020-04-15";9
"74";"2020-04-15";16
"75";"2020-04-15";48
"76";"2020-04-15";16
"77";"2020-04-15";23
"78";"2020-04-15";33
"79";"2020-04-15";4
"80";"2020-04-15";14
"81";"2020-04-15";5
"82";"2020-04-15";3
"83";"2020-04-15";22
"84";"2020-04-15";11
"85";"2020-04-15";5
"86";"2020-04-15";3
"87";"2020-04-15";3
"88";"2020-04-15";12
"89";"2020-04-15";7
"90";"2020-04-15";2
"91";"2020-04-15";26
"92";"2020-04-15";47
"93";"2020-04-15";31
"94";"2020-04-15";31
"95";"2020-04-15";26
"971";"2020-04-15";4
"972";"2020-04-15";1
"973";"2020-04-15";2
"974";"2020-04-15";1
"976";"2020-04-15";1
"01";"2020-04-16";9
"02";"2020-04-16";12
"03";"2020-04-16";3
"04";"2020-04-16";5
"05";"2020-04-16";6
"06";"2020-04-16";26
"07";"2020-04-16";5
"08";"2020-04-16";4
"09";"2020-04-16";2
"10";"2020-04-16";5
"11";"2020-04-16";5
"12";"2020-04-16";2
"13";"2020-04-16";45
"14";"2020-04-16";11
"15";"2020-04-16";3
"16";"2020-04-16";2
"17";"2020-04-16";5
"18";"2020-04-16";5
"19";"2020-04-16";4
"21";"2020-04-16";8
"22";"2020-04-16";8
"23";"2020-04-16";2
"24";"2020-04-16";3
"25";"2020-04-16";6
"26";"2020-04-16";11
"27";"2020-04-16";9
"28";"2020-04-16";9
"29";"2020-04-16";10
"2A";"2020-04-16";5
"2B";"2020-04-16";1
"30";"2020-04-16";4
"31";"2020-04-16";14
"32";"2020-04-16";2
"33";"2020-04-16";19
"34";"2020-04-16";17
"35";"2020-04-16";13
"36";"2020-04-16";9
"37";"2020-04-16";9
"38";"2020-04-16";11
"39";"2020-04-16";4
"40";"2020-04-16";2
"41";"2020-04-16";7
"42";"2020-04-16";14
"43";"2020-04-16";2
"44";"2020-04-16";22
"45";"2020-04-16";7
"46";"2020-04-16";4
"47";"2020-04-16";4
"48";"2020-04-16";1
"49";"2020-04-16";11
"50";"2020-04-16";9
"51";"2020-04-16";9
"52";"2020-04-16";5
"53";"2020-04-16";8
"54";"2020-04-16";18
"55";"2020-04-16";4
"56";"2020-04-16";10
"57";"2020-04-16";24
"58";"2020-04-16";3
"59";"2020-04-16";45
"60";"2020-04-16";21
"61";"2020-04-16";7
"62";"2020-04-16";26
"63";"2020-04-16";6
"64";"2020-04-16";7
"65";"2020-04-16";5
"66";"2020-04-16";3
"67";"2020-04-16";27
"68";"2020-04-16";25
"69";"2020-04-16";37
"70";"2020-04-16";5
"71";"2020-04-16";10
"72";"2020-04-16";13
"73";"2020-04-16";9
"74";"2020-04-16";18
"75";"2020-04-16";48
"76";"2020-04-16";17
"77";"2020-04-16";23
"78";"2020-04-16";33
"79";"2020-04-16";4
"80";"2020-04-16";14
"81";"2020-04-16";5
"82";"2020-04-16";3
"83";"2020-04-16";22
"84";"2020-04-16";11
"85";"2020-04-16";6
"86";"2020-04-16";3
"87";"2020-04-16";3
"88";"2020-04-16";12
"89";"2020-04-16";8
"90";"2020-04-16";2
"91";"2020-04-16";28
"92";"2020-04-16";49
"93";"2020-04-16";34
"94";"2020-04-16";32
"95";"2020-04-16";26
"971";"2020-04-16";5
"972";"2020-04-16";1
"973";"2020-04-16";2
"974";"2020-04-16";1
"976";"2020-04-16";1
"01";"2020-04-17";9
"02";"2020-04-17";12
"03";"2020-04-17";3
"04";"2020-04-17";5
"05";"2020-04-17";6
"06";"2020-04-17";27
"07";"2020-04-17";5
"08";"2020-04-17";4
"09";"2020-04-17";2
"10";"2020-04-17";5
"11";"2020-04-17";5
"12";"2020-04-17";2
"13";"2020-04-17";48
"14";"2020-04-17";12
"15";"2020-04-17";3
"16";"2020-04-17";2
"17";"2020-04-17";5
"18";"2020-04-17";5
"19";"2020-04-17";4
"21";"2020-04-17";8
"22";"2020-04-17";8
"23";"2020-04-17";2
"24";"2020-04-17";3
"25";"2020-04-17";7
"26";"2020-04-17";11
"27";"2020-04-17";8
"28";"2020-04-17";9
"29";"2020-04-17";10
"2A";"2020-04-17";5
"2B";"2020-04-17";1
"30";"2020-04-17";4
"31";"2020-04-17";14
"32";"2020-04-17";2
"33";"2020-04-17";20
"34";"2020-04-17";17
"35";"2020-04-17";13
"36";"2020-04-17";9
"37";"2020-04-17";11
"38";"2020-04-17";11
"39";"2020-04-17";6
"40";"2020-04-17";2
"41";"2020-04-17";7
"42";"2020-04-17";14
"43";"2020-04-17";2
"44";"2020-04-17";21
"45";"2020-04-17";9
"46";"2020-04-17";4
"47";"2020-04-17";4
"48";"2020-04-17";1
"49";"2020-04-17";12
"50";"2020-04-17";10
"51";"2020-04-17";10
"52";"2020-04-17";5
"53";"2020-04-17";8
"54";"2020-04-17";18
"55";"2020-04-17";4
"56";"2020-04-17";10
"57";"2020-04-17";24
"58";"2020-04-17";3
"59";"2020-04-17";46
"60";"2020-04-17";21
"61";"2020-04-17";7
"62";"2020-04-17";26
"63";"2020-04-17";8
"64";"2020-04-17";7
"65";"2020-04-17";5
"66";"2020-04-17";3
"67";"2020-04-17";27
"68";"2020-04-17";27
"69";"2020-04-17";37
"70";"2020-04-17";5
"71";"2020-04-17";10
"72";"2020-04-17";13
"73";"2020-04-17";9
"74";"2020-04-17";18
"75";"2020-04-17";48
"76";"2020-04-17";18
"77";"2020-04-17";26
"78";"2020-04-17";35
"79";"2020-04-17";4
"80";"2020-04-17";14
"81";"2020-04-17";5
"82";"2020-04-17";3
"83";"2020-04-17";23
"84";"2020-04-17";11
"85";"2020-04-17";6
"86";"2020-04-17";3
"87";"2020-04-17";3
"88";"2020-04-17";12
"89";"2020-04-17";8
"90";"2020-04-17";2
"91";"2020-04-17";28
"92";"2020-04-17";49
"93";"2020-04-17";33
"94";"2020-04-17";32
"95";"2020-04-17";26
"971";"2020-04-17";5
"972";"2020-04-17";1
"973";"2020-04-17";2
"974";"2020-04-17";1
"976";"2020-04-17";1
"01";"2020-04-18";10
"02";"2020-04-18";12
"03";"2020-04-18";3
"04";"2020-04-18";5
"05";"2020-04-18";5
"06";"2020-04-18";27
"07";"2020-04-18";5
"08";"2020-04-18";4
"09";"2020-04-18";2
"10";"2020-04-18";5
"11";"2020-04-18";5
"12";"2020-04-18";2
"13";"2020-04-18";49
"14";"2020-04-18";12
"15";"2020-04-18";3
"16";"2020-04-18";2
"17";"2020-04-18";5
"18";"2020-04-18";5
"19";"2020-04-18";4
"21";"2020-04-18";8
"22";"2020-04-18";8
"23";"2020-04-18";2
"24";"2020-04-18";3
"25";"2020-04-18";8
"26";"2020-04-18";11
"27";"2020-04-18";8
"28";"2020-04-18";10
"29";"2020-04-18";10
"2A";"2020-04-18";5
"2B";"2020-04-18";1
"30";"2020-04-18";4
"31";"2020-04-18";14
"32";"2020-04-18";2
"33";"2020-04-18";20
"34";"2020-04-18";17
"35";"2020-04-18";13
"36";"2020-04-18";9
"37";"2020-04-18";11
"38";"2020-04-18";11
"39";"2020-04-18";6
"40";"2020-04-18";2
"41";"2020-04-18";7
"42";"2020-04-18";14
"43";"2020-04-18";2
"44";"2020-04-18";21
"45";"2020-04-18";9
"46";"2020-04-18";4
"47";"2020-04-18";4
"48";"2020-04-18";1
"49";"2020-04-18";14
"50";"2020-04-18";10
"51";"2020-04-18";10
"52";"2020-04-18";5
"53";"2020-04-18";8
"54";"2020-04-18";18
"55";"2020-04-18";4
"56";"2020-04-18";10
"57";"2020-04-18";25
"58";"2020-04-18";3
"59";"2020-04-18";46
"60";"2020-04-18";21
"61";"2020-04-18";7
"62";"2020-04-18";27
"63";"2020-04-18";8
"64";"2020-04-18";7
"65";"2020-04-18";5
"66";"2020-04-18";3
"67";"2020-04-18";27
"68";"2020-04-18";27
"69";"2020-04-18";37
"70";"2020-04-18";5
"71";"2020-04-18";10
"72";"2020-04-18";13
"73";"2020-04-18";9
"74";"2020-04-18";18
"75";"2020-04-18";48
"76";"2020-04-18";18
"77";"2020-04-18";26
"78";"2020-04-18";34
"79";"2020-04-18";4
"80";"2020-04-18";14
"81";"2020-04-18";5
"82";"2020-04-18";3
"83";"2020-04-18";23
"84";"2020-04-18";11
"85";"2020-04-18";6
"86";"2020-04-18";3
"87";"2020-04-18";3
"88";"2020-04-18";12
"89";"2020-04-18";8
