"reg";"cl_age90";"jour";"hosp";"rea";"rad";"dc"
"24";"49";"2020-04-13";47;11;80;2
"24";"59";"2020-04-13";84;30;95;5
"24";"69";"2020-04-13";173;70;126;17
"24";"79";"2020-04-13";221;67;111;39
"24";"89";"2020-04-13";263;5;72;86
"24";"90";"2020-04-13";157;2;22;62
"27";"0";"2020-04-13";1309;284;1463;512
"27";"09";"2020-04-13";0;0;0;0
"27";"19";"2020-04-13";2;1;14;0
"27";"29";"2020-04-13";3;0;59;0
"27";"39";"2020-04-13";16;4;112;2
"27";"49";"2020-04-13";33;12;160;4
"27";"59";"2020-04-13";106;50;243;9
"27";"69";"2020-04-13";236;98;283;42
"27";"79";"2020-04-13";316;98;266;112
"27";"89";"2020-04-13";418;19;240;246
"27";"90";"2020-04-13";172;1;73;96
"28";"0";"2020-04-13";713;189;597;211
"28";"09";"2020-04-13";0;0;0;0
"28";"19";"2020-04-13";1;0;3;0
"28";"29";"2020-04-13";3;0;31;0
"28";"39";"2020-04-13";16;5;51;1
"28";"49";"2020-04-13";44;21;78;5
"28";"59";"2020-04-13";79;34;121;11
"28";"69";"2020-04-13";154;58;117;34
"28";"79";"2020-04-13";176;56;105;44
"28";"89";"2020-04-13";162;13;69;79
"28";"90";"2020-04-13";75;0;14;37
"32";"0";"2020-04-13";2525;543;2102;873
"32";"09";"2020-04-13";0;0;0;0
"32";"19";"2020-04-13";8;2;10;0
"32";"29";"2020-04-13";25;5;99;0
"32";"39";"2020-04-13";59;13;180;2
"32";"49";"2020-04-13";125;42;287;9
"32";"59";"2020-04-13";288;109;435;38
"32";"69";"2020-04-13";488;183;380;109
"32";"79";"2020-04-13";567;148;367;206
"32";"89";"2020-04-13";682;34;238;352
"32";"90";"2020-04-13";256;2;77;152
"44";"0";"2020-04-13";4928;880;4788;2105
"44";"09";"2020-04-13";0;0;0;0
"44";"19";"2020-04-13";12;1;39;0
"44";"29";"2020-04-13";41;10;190;2
"44";"39";"2020-04-13";88;20;293;12
"44";"49";"2020-04-13";200;50;465;24
"44";"59";"2020-04-13";512;156;829;61
"44";"69";"2020-04-13";973;326;1024;211
"44";"79";"2020-04-13";1181;274;970;561
"44";"89";"2020-04-13";1353;36;643;868
"44";"90";"2020-04-13";524;1;182;359
"52";"0";"2020-04-13";823;162;719;192
"52";"09";"2020-04-13";0;0;0;0
"52";"19";"2020-04-13";0;0;2;0
"52";"29";"2020-04-13";8;2;35;0
"52";"39";"2020-04-13";18;4;52;0
"52";"49";"2020-04-13";32;16;107;1
"52";"59";"2020-04-13";81;35;130;6
"52";"69";"2020-04-13";158;50;133;21
"52";"79";"2020-04-13";175;52;150;31
"52";"89";"2020-04-13";241;2;93;84
"52";"90";"2020-04-13";109;0;15;49
"53";"0";"2020-04-13";510;118;490;136
"53";"09";"2020-04-13";0;0;0;0
"53";"19";"2020-04-13";2;0;3;0
"53";"29";"2020-04-13";3;1;19;0
"53";"39";"2020-04-13";8;2;50;0
"53";"49";"2020-04-13";36;8;53;0
"53";"59";"2020-04-13";59;25;88;1
"53";"69";"2020-04-13";90;41;97;19
"53";"79";"2020-04-13";127;38;114;28
"53";"89";"2020-04-13";117;3;46;55
"53";"90";"2020-04-13";65;0;12;33
"75";"0";"2020-04-13";857;259;828;194
"75";"09";"2020-04-13";0;0;0;0
"75";"19";"2020-04-13";2;0;7;0
"75";"29";"2020-04-13";7;2;40;1
"75";"39";"2020-04-13";17;6;65;0
"75";"49";"2020-04-13";42;19;89;1
"75";"59";"2020-04-13";91;47;165;8
"75";"69";"2020-04-13";181;90;179;13
"75";"79";"2020-04-13";185;76;130;42
"75";"89";"2020-04-13";216;18;98;87
"75";"90";"2020-04-13";111;0;39;41
"76";"0";"2020-04-13";974;291;1313;248
"76";"09";"2020-04-13";0;0;0;0
"76";"19";"2020-04-13";5;1;9;0
"76";"29";"2020-04-13";8;1;68;1
"76";"39";"2020-04-13";21;3;104;1
"76";"49";"2020-04-13";46;12;177;1
"76";"59";"2020-04-13";110;52;267;8
"76";"69";"2020-04-13";202;94;234;24
"76";"79";"2020-04-13";239;102;252;55
"76";"89";"2020-04-13";224;25;142;113
"76";"90";"2020-04-13";117;1;44;45
"84";"0";"2020-04-13";3055;671;2970;794
"84";"09";"2020-04-13";0;0;0;0
"84";"19";"2020-04-13";8;2;25;0
"84";"29";"2020-04-13";25;3;135;0
"84";"39";"2020-04-13";49;10;227;4
"84";"49";"2020-04-13";105;24;333;9
"84";"59";"2020-04-13";265;99;530;22
"84";"69";"2020-04-13";527;229;564;50
"84";"79";"2020-04-13";733;243;558;176
"84";"89";"2020-04-13";852;44;421;351
"84";"90";"2020-04-13";450;2;101;168
"93";"0";"2020-04-13";1859;437;2126;348
"93";"09";"2020-04-13";0;0;0;0
"93";"19";"2020-04-13";7;1;32;0
"93";"29";"2020-04-13";34;6;156;1
"93";"39";"2020-04-13";60;12;209;1
"93";"49";"2020-04-13";96;29;317;3
"93";"59";"2020-04-13";231;75;435;19
"93";"69";"2020-04-13";352;115;404;24
"93";"79";"2020-04-13";440;133;279;82
"93";"89";"2020-04-13";426;44;187;147
"93";"90";"2020-04-13";183;4;70;67
"94";"0";"2020-04-13";75;15;126;38
"94";"09";"2020-04-13";0;0;0;0
"94";"19";"2020-04-13";0;0;4;0
"94";"29";"2020-04-13";0;0;14;0
"94";"39";"2020-04-13";1;0;14;0
"94";"49";"2020-04-13";4;0;16;1
"94";"59";"2020-04-13";10;4;24;1
"94";"69";"2020-04-13";11;5;19;2
"94";"79";"2020-04-13";21;5;16;8
"94";"89";"2020-04-13";20;1;10;21
"94";"90";"2020-04-13";8;0;6;5
"01";"0";"2020-04-14";41;18;51;10
"01";"09";"2020-04-14";0;0;0;0
"01";"19";"2020-04-14";1;0;0;0
"01";"29";"2020-04-14";0;0;1;0
"01";"39";"2020-04-14";1;0;3;0
"01";"49";"2020-04-14";2;1;4;0
"01";"59";"2020-04-14";6;4;16;1
"01";"69";"2020-04-14";10;4;12;2
"01";"79";"2020-04-14";11;7;7;4
"01";"89";"2020-04-14";10;2;7;3
"01";"90";"2020-04-14";0;0;0;0
"02";"0";"2020-04-14";39;16;52;6
"02";"09";"2020-04-14";0;0;0;0
"02";"19";"2020-04-14";0;0;0;0
"02";"29";"2020-04-14";1;0;2;0
"02";"39";"2020-04-14";1;0;3;0
"02";"49";"2020-04-14";3;0;9;0
"02";"59";"2020-04-14";10;6;12;0
"02";"69";"2020-04-14";10;4;12;1
"02";"79";"2020-04-14";8;4;12;1
"02";"89";"2020-04-14";5;2;2;3
"02";"90";"2020-04-14";1;0;0;1
"03";"0";"2020-04-14";18;1;13;0
"03";"09";"2020-04-14";0;0;0;0
"03";"19";"2020-04-14";1;0;0;0
"03";"29";"2020-04-14";3;0;1;0
"03";"39";"2020-04-14";1;0;2;0
"03";"49";"2020-04-14";5;0;5;0
"03";"59";"2020-04-14";0;0;2;0
"03";"69";"2020-04-14";2;0;1;0
"03";"79";"2020-04-14";4;0;0;0
"03";"89";"2020-04-14";1;1;1;0
"03";"90";"2020-04-14";0;0;0;0
"04";"0";"2020-04-14";28;3;72;0
"04";"09";"2020-04-14";0;0;0;0
"04";"19";"2020-04-14";1;0;2;0
"04";"29";"2020-04-14";0;0;13;0
"04";"39";"2020-04-14";0;0;12;0
"04";"49";"2020-04-14";3;0;7;0
"04";"59";"2020-04-14";5;1;15;0
"04";"69";"2020-04-14";8;1;13;0
"04";"79";"2020-04-14";4;1;10;0
"04";"89";"2020-04-14";7;0;0;0
"04";"90";"2020-04-14";0;0;0;0
"06";"0";"2020-04-14";15;3;35;3
"06";"09";"2020-04-14";0;0;0;0
"06";"19";"2020-04-14";0;0;1;0
"06";"29";"2020-04-14";0;0;5;0
"06";"39";"2020-04-14";0;0;4;0
"06";"49";"2020-04-14";2;1;9;1
"06";"59";"2020-04-14";3;0;8;1
"06";"69";"2020-04-14";6;2;5;0
"06";"79";"2020-04-14";1;0;2;0
"06";"89";"2020-04-14";3;0;1;1
"06";"90";"2020-04-14";0;0;0;0
"11";"0";"2020-04-14";13209;2599;9790;3937
"11";"09";"2020-04-14";0;0;0;1
"11";"19";"2020-04-14";35;12;65;2
"11";"29";"2020-04-14";172;26;383;7
"11";"39";"2020-04-14";503;123;962;29
"11";"49";"2020-04-14";1007;298;1461;72
"11";"59";"2020-04-14";1922;678;2107;278
"11";"69";"2020-04-14";2558;849;2044;557
"11";"79";"2020-04-14";2669;516;1454;985
"11";"89";"2020-04-14";2724;54;855;1266
"11";"90";"2020-04-14";1407;7;233;709
"24";"0";"2020-04-14";996;188;629;227
"24";"09";"2020-04-14";0;0;0;0
"24";"19";"2020-04-14";1;0;8;0
"24";"29";"2020-04-14";7;1;23;0
"24";"39";"2020-04-14";15;5;41;1
"24";"49";"2020-04-14";42;10;81;3
"24";"59";"2020-04-14";78;27;103;6
"24";"69";"2020-04-14";164;71;127;17
"24";"79";"2020-04-14";228;66;118;41
"24";"89";"2020-04-14";274;6;82;91
"24";"90";"2020-04-14";178;2;25;66
"27";"0";"2020-04-14";1361;285;1488;551
"27";"09";"2020-04-14";0;0;0;0
"27";"19";"2020-04-14";2;1;14;0
"27";"29";"2020-04-14";2;0;58;0
"27";"39";"2020-04-14";15;4;110;2
"27";"49";"2020-04-14";30;11;166;4
"27";"59";"2020-04-14";111;48;242;10
"27";"69";"2020-04-14";228;96;286;42
"27";"79";"2020-04-14";334;104;272;117
"27";"89";"2020-04-14";434;19;250;258
"27";"90";"2020-04-14";199;1;77;116
"28";"0";"2020-04-14";705;177;626;230
"28";"09";"2020-04-14";0;0;0;0
"28";"19";"2020-04-14";2;0;3;0
"28";"29";"2020-04-14";3;0;30;0
"28";"39";"2020-04-14";18;4;54;1
"28";"49";"2020-04-14";44;21;81;5
"28";"59";"2020-04-14";74;31;128;12
"28";"69";"2020-04-14";138;53;128;36
"28";"79";"2020-04-14";175;54;108;48
"28";"89";"2020-04-14";170;12;68;87
"28";"90";"2020-04-14";78;0;16;41
"32";"0";"2020-04-14";2552;538;2184;920
"32";"09";"2020-04-14";0;0;0;0
"32";"19";"2020-04-14";7;2;9;0
"32";"29";"2020-04-14";23;4;99;1
"32";"39";"2020-04-14";55;11;180;2
"32";"49";"2020-04-14";124;41;298;8
"32";"59";"2020-04-14";280;102;443;39
"32";"69";"2020-04-14";492;184;397;116
"32";"79";"2020-04-14";569;152;391;211
"32";"89";"2020-04-14";695;36;250;365
"32";"90";"2020-04-14";283;2;85;172
"44";"0";"2020-04-14";4993;872;4928;2166
"44";"09";"2020-04-14";0;0;0;0
"44";"19";"2020-04-14";15;1;34;0
"44";"29";"2020-04-14";39;8;192;2
"44";"39";"2020-04-14";89;19;303;12
"44";"49";"2020-04-14";197;49;465;22
"44";"59";"2020-04-14";503;157;863;58
"44";"69";"2020-04-14";961;310;1040;210
"44";"79";"2020-04-14";1203;279;999;571
"44";"89";"2020-04-14";1378;42;681;899
"44";"90";"2020-04-14";561;1;193;385
"52";"0";"2020-04-14";820;155;749;209
"52";"09";"2020-04-14";0;0;0;0
"52";"19";"2020-04-14";0;0;2;0
"52";"29";"2020-04-14";8;2;36;0
"52";"39";"2020-04-14";15;4;54;0
"52";"49";"2020-04-14";33;14;108;1
"52";"59";"2020-04-14";77;32;129;6
"52";"69";"2020-04-14";153;49;145;21
"52";"79";"2020-04-14";176;51;152;35
"52";"89";"2020-04-14";240;3;101;84
"52";"90";"2020-04-14";118;0;19;62
"53";"0";"2020-04-14";514;117;511;149
"53";"09";"2020-04-14";0;0;0;0
"53";"19";"2020-04-14";2;0;3;0
"53";"29";"2020-04-14";3;1;19;0
"53";"39";"2020-04-14";5;0;50;0
"53";"49";"2020-04-14";33;11;57;0
"53";"59";"2020-04-14";61;25;92;1
"53";"69";"2020-04-14";85;37;104;19
"53";"79";"2020-04-14";138;40;115;30
"53";"89";"2020-04-14";120;3;51;55
"53";"90";"2020-04-14";64;0;12;44
"75";"0";"2020-04-14";866;251;866;207
"75";"09";"2020-04-14";0;0;0;0
"75";"19";"2020-04-14";3;0;6;0
"75";"29";"2020-04-14";8;2;38;1
"75";"39";"2020-04-14";16;7;69;0
"75";"49";"2020-04-14";37;17;99;0
"75";"59";"2020-04-14";88;45;168;8
"75";"69";"2020-04-14";179;84;186;14
"75";"79";"2020-04-14";189;74;138;46
"75";"89";"2020-04-14";228;22;102;85
"75";"90";"2020-04-14";112;0;43;52
"76";"0";"2020-04-14";962;279;1360;266
"76";"09";"2020-04-14";0;0;0;0
"76";"19";"2020-04-14";3;2;11;0
"76";"29";"2020-04-14";9;1;71;1
"76";"39";"2020-04-14";20;3;106;1
"76";"49";"2020-04-14";43;9;185;1
"76";"59";"2020-04-14";103;52;269;8
"76";"69";"2020-04-14";189;86;248;26
"76";"79";"2020-04-14";239;103;259;56
"76";"89";"2020-04-14";230;21;147;119
"76";"90";"2020-04-14";124;2;47;54
"84";"0";"2020-04-14";3044;659;3081;836
"84";"09";"2020-04-14";0;0;0;0
"84";"19";"2020-04-14";6;2;26;0
"84";"29";"2020-04-14";22;2;140;0
"84";"39";"2020-04-14";49;9;225;4
"84";"49";"2020-04-14";100;26;337;7
"84";"59";"2020-04-14";258;92;552;23
"84";"69";"2020-04-14";524;228;588;53
"84";"79";"2020-04-14";725;243;575;185
"84";"89";"2020-04-14";839;41;449;362
"84";"90";"2020-04-14";484;2;110;188
"93";"0";"2020-04-14";1894;422;2240;374
"93";"09";"2020-04-14";0;0;0;0
"93";"19";"2020-04-14";7;1;31;0
"93";"29";"2020-04-14";33;6;153;1
"93";"39";"2020-04-14";71;10;224;1
"93";"49";"2020-04-14";101;26;319;3
"93";"59";"2020-04-14";226;71;454;19
"93";"69";"2020-04-14";340;108;438;24
"93";"79";"2020-04-14";429;133;308;86
"93";"89";"2020-04-14";438;44;197;159
"93";"90";"2020-04-14";218;5;76;77
"94";"0";"2020-04-14";74;16;129;38
"94";"09";"2020-04-14";0;0;0;0
"94";"19";"2020-04-14";0;0;1;0
"94";"29";"2020-04-14";0;0;14;0
"94";"39";"2020-04-14";1;0;14;0
"94";"49";"2020-04-14";2;0;18;1
"94";"59";"2020-04-14";10;4;22;1
"94";"69";"2020-04-14";12;5;20;1
"94";"79";"2020-04-14";22;7;17;9
"94";"89";"2020-04-14";19;0;11;21
"94";"90";"2020-04-14";8;0;6;5
"01";"0";"2020-04-15";35;17;57;10
"01";"09";"2020-04-15";0;0;0;0
"01";"19";"2020-04-15";1;0;0;0
"01";"29";"2020-04-15";0;0;1;0
"01";"39";"2020-04-15";1;0;3;0
"01";"49";"2020-04-15";2;1;4;0
"01";"59";"2020-04-15";6;4;16;1
"01";"69";"2020-04-15";8;4;14;2
"01";"79";"2020-04-15";9;6;9;4
"01";"89";"2020-04-15";8;2;9;3
"01";"90";"2020-04-15";0;0;0;0
"02";"0";"2020-04-15";38;16;53;6
"02";"09";"2020-04-15";0;0;0;0
"02";"19";"2020-04-15";0;0;0;0
"02";"29";"2020-04-15";1;0;2;0
"02";"39";"2020-04-15";1;0;3;0
"02";"49";"2020-04-15";3;0;9;0
"02";"59";"2020-04-15";10;6;12;0
"02";"69";"2020-04-15";9;4;13;1
"02";"79";"2020-04-15";8;4;12;1
"02";"89";"2020-04-15";5;2;2;3
"02";"90";"2020-04-15";1;0;0;1
"03";"0";"2020-04-15";19;0;14;0
"03";"09";"2020-04-15";0;0;0;0
"03";"19";"2020-04-15";1;0;0;0
"03";"29";"2020-04-15";3;0;1;0
"03";"39";"2020-04-15";2;0;3;0
"03";"49";"2020-04-15";5;0;5;0
"03";"59";"2020-04-15";0;0;2;0
"03";"69";"2020-04-15";3;0;1;0
"03";"79";"2020-04-15";3;0;0;0
"03";"89";"2020-04-15";1;0;1;0
"03";"90";"2020-04-15";0;0;0;0
"04";"0";"2020-04-15";24;3;76;0
"04";"09";"2020-04-15";0;0;0;0
"04";"19";"2020-04-15";1;0;2;0
"04";"29";"2020-04-15";0;0;13;0
"04";"39";"2020-04-15";0;0;12;0
"04";"49";"2020-04-15";1;0;9;0
"04";"59";"2020-04-15";5;1;15;0
"04";"69";"2020-04-15";7;1;14;0
"04";"79";"2020-04-15";4;1;10;0
"04";"89";"2020-04-15";6;0;1;0
"04";"90";"2020-04-15";0;0;0;0
"06";"0";"2020-04-15";18;4;37;3
"06";"09";"2020-04-15";0;0;0;0
"06";"19";"2020-04-15";0;0;1;0
"06";"29";"2020-04-15";0;0;5;0
"06";"39";"2020-04-15";1;1;4;0
"06";"49";"2020-04-15";3;1;10;1
"06";"59";"2020-04-15";5;0;8;1
"06";"69";"2020-04-15";6;2;5;0
"06";"79";"2020-04-15";1;0;2;0
"06";"89";"2020-04-15";2;0;2;1
"06";"90";"2020-04-15";0;0;0;0
"11";"0";"2020-04-15";13018;2494;10544;4140
"11";"09";"2020-04-15";0;0;0;1
"11";"19";"2020-04-15";34;12;67;2
"11";"29";"2020-04-15";159;26;412;8
"11";"39";"2020-04-15";484;115;1021;29
"11";"49";"2020-04-15";958;282;1548;78
"11";"59";"2020-04-15";1847;648;2259;291
"11";"69";"2020-04-15";2501;822;2201;585
"11";"79";"2020-04-15";2650;500;1571;1026
"11";"89";"2020-04-15";2753;50;950;1336
"11";"90";"2020-04-15";1445;5;264;750
"24";"0";"2020-04-15";996;180;687;245
"24";"09";"2020-04-15";0;0;0;0
"24";"19";"2020-04-15";3;0;8;0
"24";"29";"2020-04-15";7;2;24;0
"24";"39";"2020-04-15";17;5;43;1
"24";"49";"2020-04-15";36;8;88;3
"24";"59";"2020-04-15";70;23;114;6
"24";"69";"2020-04-15";169;70;132;18
"24";"79";"2020-04-15";230;63;133;44
"24";"89";"2020-04-15";278;7;94;96
"24";"90";"2020-04-15";176;2;29;75
"27";"0";"2020-04-15";1341;274;1594;581
"27";"09";"2020-04-15";0;0;0;0
"27";"19";"2020-04-15";4;1;15;0
"27";"29";"2020-04-15";2;0;60;0
"27";"39";"2020-04-15";13;4;114;2
"27";"49";"2020-04-15";27;12;173;4
"27";"59";"2020-04-15";106;47;258;11
"27";"69";"2020-04-15";216;87;303;47
"27";"79";"2020-04-15";330;103;292;123
"27";"89";"2020-04-15";431;18;281;267
"27";"90";"2020-04-15";206;1;84;124
"28";"0";"2020-04-15";686;167;667;242
"28";"09";"2020-04-15";0;0;0;0
"28";"19";"2020-04-15";3;1;3;0
"28";"29";"2020-04-15";4;0;30;0
"28";"39";"2020-04-15";20;4;56;1
"28";"49";"2020-04-15";43;20;86;5
"28";"59";"2020-04-15";70;28;135;12
"28";"69";"2020-04-15";139;48;131;38
"28";"79";"2020-04-15";164;53;120;52
"28";"89";"2020-04-15";162;12;79;91
"28";"90";"2020-04-15";79;0;17;43
"32";"0";"2020-04-15";2536;533;2371;975
"32";"09";"2020-04-15";0;0;0;0
"32";"19";"2020-04-15";9;1;9;0
"32";"29";"2020-04-15";24;5;104;1
"32";"39";"2020-04-15";56;11;194;2
"32";"49";"2020-04-15";119;40;317;8
"32";"59";"2020-04-15";274;100;478;42
"32";"69";"2020-04-15";483;181;430;121
"32";"79";"2020-04-15";569;151;421;225
"32";"89";"2020-04-15";694;37;283;386
"32";"90";"2020-04-15";287;3;101;184
"44";"0";"2020-04-15";4877;833;5324;2249
"44";"09";"2020-04-15";0;0;0;0
"44";"19";"2020-04-15";13;1;40;0
"44";"29";"2020-04-15";43;9;201;2
"44";"39";"2020-04-15";89;22;319;12
"44";"49";"2020-04-15";188;49;497;22
"44";"59";"2020-04-15";484;152;917;60
"44";"69";"2020-04-15";918;291;1119;216
"44";"79";"2020-04-15";1172;260;1075;588
"44";"89";"2020-04-15";1353;43;767;936
"44";"90";"2020-04-15";572;0;227;406
"52";"0";"2020-04-15";794;145;817;222
"52";"09";"2020-04-15";0;0;0;0
"52";"19";"2020-04-15";0;0;2;0
"52";"29";"2020-04-15";5;2;39;0
"52";"39";"2020-04-15";12;5;57;0
"52";"49";"2020-04-15";31;13;114;1
"52";"59";"2020-04-15";74;24;137;6
"52";"69";"2020-04-15";144;48;157;21
"52";"79";"2020-04-15";171;51;169;38
"52";"89";"2020-04-15";234;2;116;90
"52";"90";"2020-04-15";123;0;23;66
"53";"0";"2020-04-15";504;106;540;159
"53";"09";"2020-04-15";0;0;0;0
"53";"19";"2020-04-15";1;0;4;0
"53";"29";"2020-04-15";3;1;19;0
"53";"39";"2020-04-15";6;0;50;0
"53";"49";"2020-04-15";35;10;58;0
"53";"59";"2020-04-15";61;23;96;2
"53";"69";"2020-04-15";81;34;108;19
"53";"79";"2020-04-15";127;36;127;33
"53";"89";"2020-04-15";119;2;57;59
"53";"90";"2020-04-15";67;0;13;46
"75";"0";"2020-04-15";828;236;924;214
"75";"09";"2020-04-15";0;0;0;0
"75";"19";"2020-04-15";3;0;6;0
"75";"29";"2020-04-15";9;2;38;1
"75";"39";"2020-04-15";13;7;72;0
"75";"49";"2020-04-15";34;15;101;0
"75";"59";"2020-04-15";81;41;179;8
"75";"69";"2020-04-15";165;79;203;16
"75";"79";"2020-04-15";186;72;151;47
"75";"89";"2020-04-15";222;20;114;84
"75";"90";"2020-04-15";110;0;43;57
"76";"0";"2020-04-15";913;265;1454;278
"76";"09";"2020-04-15";0;0;0;0
"76";"19";"2020-04-15";4;2;12;0
"76";"29";"2020-04-15";7;1;72;1
"76";"39";"2020-04-15";14;1;113;1
"76";"49";"2020-04-15";41;9;189;1
"76";"59";"2020-04-15";102;43;285;8
"76";"69";"2020-04-15";172;84;269;29
"76";"79";"2020-04-15";225;102;282;57
"76";"89";"2020-04-15";225;21;163;123
"76";"90";"2020-04-15";122;2;52;58
"84";"0";"2020-04-15";3004;639;3317;885
"84";"09";"2020-04-15";0;0;0;0
"84";"19";"2020-04-15";5;3;28;0
"84";"29";"2020-04-15";23;3;145;0
"84";"39";"2020-04-15";44;8;233;4
"84";"49";"2020-04-15";94;26;352;7
"84";"59";"2020-04-15";248;86;583;25
"84";"69";"2020-04-15";508;218;639;55
"84";"79";"2020-04-15";725;241;613;192
"84";"89";"2020-04-15";833;40;502;386
"84";"90";"2020-04-15";492;2;137;202
"93";"0";"2020-04-15";1909;403;2345;393
"93";"09";"2020-04-15";0;0;0;0
"93";"19";"2020-04-15";7;1;31;0
"93";"29";"2020-04-15";40;6;164;1
"93";"39";"2020-04-15";69;9;236;1
"93";"49";"2020-04-15";94;24;332;3
"93";"59";"2020-04-15";228;69;469;21
"93";"69";"2020-04-15";337;103;457;25
"93";"79";"2020-04-15";423;129;326;91
"93";"89";"2020-04-15";441;40;208;166
"93";"90";"2020-04-15";238;4;82;81
"94";"0";"2020-04-15";83;16;131;41
"94";"09";"2020-04-15";0;0;0;0
"94";"19";"2020-04-15";0;0;1;0
"94";"29";"2020-04-15";0;0;14;0
"94";"39";"2020-04-15";2;0;14;0
"94";"49";"2020-04-15";1;0;19;1
"94";"59";"2020-04-15";10;3;22;1
"94";"69";"2020-04-15";16;5;20;1
"94";"79";"2020-04-15";27;8;17;11
"94";"89";"2020-04-15";19;0;12;22
"94";"90";"2020-04-15";8;0;6;5
"01";"0";"2020-04-16";34;17;59;10
"01";"09";"2020-04-16";0;0;0;0
"01";"19";"2020-04-16";1;0;1;0
"01";"29";"2020-04-16";0;0;1;0
"01";"39";"2020-04-16";1;0;3;0
"01";"49";"2020-04-16";2;1;4;0
"01";"59";"2020-04-16";6;4;16;1
"01";"69";"2020-04-16";8;4;14;2
"01";"79";"2020-04-16";9;6;9;4
"01";"89";"2020-04-16";7;2;10;3
"01";"90";"2020-04-16";0;0;0;0
"02";"0";"2020-04-16";40;17;55;6
"02";"09";"2020-04-16";0;0;0;0
"02";"19";"2020-04-16";0;0;0;0
"02";"29";"2020-04-16";1;0;2;0
"02";"39";"2020-04-16";1;0;3;0
"02";"49";"2020-04-16";3;0;9;0
"02";"59";"2020-04-16";12;7;13;0
"02";"69";"2020-04-16";10;4;13;1
"02";"79";"2020-04-16";7;4;13;1
"02";"89";"2020-04-16";5;2;2;3
"02";"90";"2020-04-16";1;0;0;1
"03";"0";"2020-04-16";8;1;24;0
"03";"09";"2020-04-16";0;0;0;0
"03";"19";"2020-04-16";0;0;1;0
"03";"29";"2020-04-16";0;0;3;0
"03";"39";"2020-04-16";2;0;3;0
"03";"49";"2020-04-16";1;0;9;0
"03";"59";"2020-04-16";0;0;2;0
"03";"69";"2020-04-16";2;0;2;0
"03";"79";"2020-04-16";2;1;1;0
"03";"89";"2020-04-16";1;0;1;0
"03";"90";"2020-04-16";0;0;0;0
"04";"0";"2020-04-16";19;4;83;0
"04";"09";"2020-04-16";0;0;0;0
"04";"19";"2020-04-16";1;0;2;0
"04";"29";"2020-04-16";1;0;13;0
"04";"39";"2020-04-16";0;0;12;0
"04";"49";"2020-04-16";0;0;10;0
"04";"59";"2020-04-16";3;1;17;0
"04";"69";"2020-04-16";5;1;17;0
"04";"79";"2020-04-16";3;1;11;0
"04";"89";"2020-04-16";6;1;1;0
"04";"90";"2020-04-16";0;0;0;0
"06";"0";"2020-04-16";22;6;39;4
"06";"09";"2020-04-16";0;0;0;0
"06";"19";"2020-04-16";1;1;1;0
"06";"29";"2020-04-16";0;0;6;0
"06";"39";"2020-04-16";2;1;4;0
"06";"49";"2020-04-16";3;1;11;1
"06";"59";"2020-04-16";5;0;8;2
"06";"69";"2020-04-16";6;2;5;0
"06";"79";"2020-04-16";2;1;2;0
"06";"89";"2020-04-16";3;0;2;1
"06";"90";"2020-04-16";0;0;0;0
"11";"0";"2020-04-16";12834;2419;11279;4319
"11";"09";"2020-04-16";0;0;0;1
"11";"19";"2020-04-16";35;13;69;2
"11";"29";"2020-04-16";163;28;428;8
"11";"39";"2020-04-16";462;110;1070;32
"11";"49";"2020-04-16";916;263;1628;82
"11";"59";"2020-04-16";1793;635;2384;303
"11";"69";"2020-04-16";2425;796;2353;611
"11";"79";"2020-04-16";2619;486;1693;1067
"11";"89";"2020-04-16";2774;53;1051;1392
"11";"90";"2020-04-16";1486;6;289;783
"24";"0";"2020-04-16";964;165;770;252
"24";"09";"2020-04-16";0;0;0;0
"24";"19";"2020-04-16";3;0;9;0
"24";"29";"2020-04-16";6;2;26;0
"24";"39";"2020-04-16";16;5;44;1
"24";"49";"2020-04-16";28;8;97;3
"24";"59";"2020-04-16";68;21;121;6
"24";"69";"2020-04-16";157;61;148;18
"24";"79";"2020-04-16";222;59;149;46
"24";"89";"2020-04-16";280;7;110;100
"24";"90";"2020-04-16";174;2;43;76
"27";"0";"2020-04-16";1370;279;1659;607
"27";"09";"2020-04-16";0;0;0;0
"27";"19";"2020-04-16";5;1;15;0
"27";"29";"2020-04-16";3;0;62;0
"27";"39";"2020-04-16";14;3;114;2
"27";"49";"2020-04-16";29;12;177;4
"27";"59";"2020-04-16";104;49;267;12
"27";"69";"2020-04-16";211;83;313;48
"27";"79";"2020-04-16";336;110;306;126
"27";"89";"2020-04-16";442;19;300;281
"27";"90";"2020-04-16";219;1;91;131
"28";"0";"2020-04-16";674;166;706;252
"28";"09";"2020-04-16";0;0;0;0
"28";"19";"2020-04-16";3;1;4;0
"28";"29";"2020-04-16";3;0;30;0
"28";"39";"2020-04-16";19;5;59;1
"28";"49";"2020-04-16";39;17;89;6
"28";"59";"2020-04-16";71;28;141;12
"28";"69";"2020-04-16";134;48;139;39
"28";"79";"2020-04-16";165;53;129;54
"28";"89";"2020-04-16";163;13;85;96
"28";"90";"2020-04-16";76;0;20;44
"32";"0";"2020-04-16";2536;505;2515;1006
"32";"09";"2020-04-16";0;0;0;0
"32";"19";"2020-04-16";9;1;9;0
"32";"29";"2020-04-16";22;4;110;1
"32";"39";"2020-04-16";55;12;208;2
"32";"49";"2020-04-16";114;38;331;8
"32";"59";"2020-04-16";266;96;497;41
"32";"69";"2020-04-16";485;169;452;125
